ID;ACUSACION;ANIO_DENUNCIA;ANIO_ENTRADA;ANIO_HECHO;ATIPICIDAD_INEXISTENCIA;CAPTURA;CONDENA;CONEXO;DELITO;DEPARTAMENTO;ESTADO_NOTICIA;ETAPA;GRUPO_DELITO;GRUPO_EDAD_VICTIMA;HECHO;HOMICIDIO_DOLOSO_CONSUMADO;IMPUTACION;LEY;MUNICIPIO;PAIS;PAIS_NACIMIENTO;RUPTURA;SECCIONAL;SEXO_VICTIMA;TOTAL_VICTIMAS;POBLACION;RURAL O URBANO
81;NO;2016;2016;2016;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTA. D. C.;ACTIVO;INDAGACION;FEMINICIDIO;SIN DATO;SI;SI;NO;Ley 906;BARRANQUILLA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE BOGOTA;FEMENINO;3;1239804;URBANO
82;NO;2016;2016;2016;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTA. D. C.;ACTIVO;JUICIO;FEMINICIDIO;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;CARTAGENA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE BOGOTA;FEMENINO;2;1057767;URBANO
83;NO;2016;2016;2016;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTA. D. C.;ACTIVO;TERMINACION ANTICIPADA;FEMINICIDIO;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;BOGOTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE BOGOTA;FEMENINO;1;8380801;URBANO
84;NO;2016;2016;2016;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTA. D. C.;INACTIVO;INDAGACION;FEMINICIDIO;ADOLESCENTE 14 - 17;SI;SI;NO;Ley 906;BOGOTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE BOGOTA;FEMENINO;1;8380801;URBANO
85;NO;2016;2016;2016;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTA. D. C.;INACTIVO;INDAGACION;FEMINICIDIO;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;BOGOTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE BOGOTA;FEMENINO;1;8380801;URBANO
86;NO;2016;2016;2016;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTA. D. C.;INACTIVO;INDAGACION;FEMINICIDIO;ADULTEZ 29 - 59;SI;SI;NO;Ley 906;BOGOTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE BOGOTA;FEMENINO;1;8380801;URBANO
87;NO;2016;2016;2016;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTA. D. C.;INACTIVO;INDAGACION;FEMINICIDIO;JUVENTUD 18 - 28;SI;NO;NO;Ley 906;BOGOTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE BOGOTA;FEMENINO;1;8380801;URBANO
88;NO;2016;2016;2016;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTA. D. C.;INACTIVO;INDAGACION;FEMINICIDIO;SIN DATO;SI;NO;NO;Ley 906;BOGOTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE BOGOTA;FEMENINO;9;8380801;URBANO
89;NO;2016;2016;2016;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTA. D. C.;INACTIVO;INDAGACION;FEMINICIDIO;SIN DATO;SI;NO;NO;Ley 906;ARJONA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE BOGOTA;MASCULINO;2;79472;URBANO
90;NO;2016;2016;2016;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTA. D. C.;INACTIVO;INDAGACION;FEMINICIDIO;SIN DATO;SI;SI;NO;Ley 906;AQUITANIA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE BOGOTA;FEMENINO;6;14256;URBANO
91;NO;2016;2016;2016;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Bolivar;ACTIVO;INDAGACION;FEMINICIDIO;JUVENTUD 18 - 28;SI;SI;NO;Ley 906;ALMAGUER;Colombia;Colombia;NO;DIRECCION SECCIONAL DE BOLiVAR;FEMENINO;1;21391;RURAL
92;NO;2016;2016;2016;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Caldas;ACTIVO;INDAGACION;FEMINICIDIO;JUVENTUD 18 - 28;SI;SI;NO;Ley 906;ALMAGUER;Colombia;Colombia;NO;DIRECCION SECCIONAL DE CALDAS;FEMENINO;1;21391;RURAL
93;NO;2016;2016;2016;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ACTIVO;INDAGACION;FEMINICIDIO;JUVENTUD 18 - 28;SI;NO;NO;Ley 906;BELEN DE UMBRIA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE CAUCA;FEMENINO;1;27724;RURAL
94;NO;2016;2016;2016;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ACTIVO;INDAGACION;FEMINICIDIO;JUVENTUD 18 - 28;SI;NO;NO;Ley 906;ANORI;Colombia;Colombia;NO;DIRECCION SECCIONAL DE CAUCA;FEMENINO;1;18166;URBANO
95;NO;2016;2016;2016;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ACTIVO;INDAGACION;FEMINICIDIO;SIN DATO;SI;SI;NO;Ley 906;ARCABUCO;Colombia;Colombia;NO;DIRECCION SECCIONAL DE CESAR;FEMENINO;1;5251;URBANO
96;NO;2016;2016;2016;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;ChocO;ACTIVO;INDAGACION;FEMINICIDIO;ADULTEZ 29 - 59;SI;SI;NO;Ley 906;BOGOTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE CHOCO;FEMENINO;2;8380801;URBANO
97;NO;2016;2016;2016;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;ChocO;ACTIVO;INDAGACION;FEMINICIDIO;SIN DATO;SI;SI;NO;Ley 906;AGUSTIN CODAZZI;Colombia;NA;NO;DIRECCION SECCIONAL DE CHOCO;MASCULINO;1;48805;URBANO
98;NO;2016;2016;2016;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;COrdoba;ACTIVO;INDAGACION;FEMINICIDIO;SIN DATO;SI;SI;NO;Ley 906;BELLO;Colombia;Colombia;NO;DIRECCION SECCIONAL DE CORDOBA;FEMENINO;1;500098;RURAL
99;NO;2016;2016;2016;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;ACTIVO;INDAGACION;FEMINICIDIO;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;BELLO;Colombia;Colombia;NO;DIRECCION SECCIONAL DE MAGDALENA;FEMENINO;1;500098;RURAL
100;NO;2016;2016;2016;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;ACTIVO;INDAGACION;FEMINICIDIO;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;MEDELLIN;Colombia;Colombia;NO;DIRECCION SECCIONAL DE MAGDALENA;FEMENINO;1;2569007;RURAL
101;NO;2016;2016;2016;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;ACTIVO;INDAGACION;FEMINICIDIO;ADULTEZ 29 - 59;SI;SI;NO;Ley 906;ITAGUI;Colombia;Colombia;NO;DIRECCION SECCIONAL DE MAGDALENA;FEMENINO;2;282815;URBANO
102;NO;2016;2016;2016;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;ACTIVO;INDAGACION;FEMINICIDIO;JUVENTUD 18 - 28;SI;SI;NO;Ley 906;BOGOTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE MAGDALENA;FEMENINO;2;8380801;URBANO
103;NO;2016;2016;2016;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Meta;ACTIVO;INDAGACION;FEMINICIDIO;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;BOGOTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE META;FEMENINO;1;8380801;RURAL
104;NO;2016;2016;2016;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Meta;ACTIVO;INDAGACION;FEMINICIDIO;JUVENTUD 18 - 28;SI;NO;NO;Ley 906;BOGOTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE META;FEMENINO;1;8380801;URBANO
105;NO;2016;2016;2016;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Meta;ACTIVO;INDAGACION;FEMINICIDIO;SIN DATO;SI;NO;NO;Ley 906;BOGOTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE META;FEMENINO;1;8380801;RURAL
106;NO;2016;2016;2016;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Meta;ACTIVO;INDAGACION;FEMINICIDIO;SIN DATO;SI;NO;NO;Ley 906;BOGOTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE META;FEMENINO;1;8380801;URBANO
107;NO;2016;2016;2016;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Nariño;ACTIVO;INDAGACION;FEMINICIDIO;ADULTEZ 29 - 59;SI;SI;NO;Ley 906;BOGOTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE NARIÑO;FEMENINO;1;8380801;RURAL
108;NO;2016;2016;2016;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Quindio;INACTIVO;INDAGACION;FEMINICIDIO;ADOLESCENTE 14 - 17;SI;SI;NO;Ley 906;BOGOTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE QUINDiO;FEMENINO;1;8380801;URBANO
109;NO;2016;2016;2016;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Quindio;INACTIVO;INDAGACION;FEMINICIDIO;SIN DATO;SI;SI;NO;Ley 906;BOGOTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE QUINDiO;MASCULINO;1;8380801;URBANO
110;NO;2016;2016;2016;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Tolima;INACTIVO;INDAGACION;FEMINICIDIO;JUVENTUD 18 - 28;SI;NO;NO;Ley 906;BUENOS AIRES;Colombia;Colombia;NO;DIRECCION SECCIONAL DE TOLIMA;FEMENINO;1;35197;RURAL
111;NO;2016;2016;2016;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;INDAGACION;FEMINICIDIO;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;BOGOTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE VALLE DEL CAUCA;FEMENINO;1;8380801;RURAL
112;NO;2016;2016;2016;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;INDAGACION;FEMINICIDIO;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;BOGOTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE VALLE DEL CAUCA;FEMENINO;1;8380801;RURAL
113;NO;2016;2016;2016;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;INDAGACION;FEMINICIDIO;JUVENTUD 18 - 28;SI;NO;NO;Ley 906;BOGOTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE CALI;FEMENINO;1;8380801;RURAL
114;NO;2016;2016;2016;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;INDAGACION;FEMINICIDIO;JUVENTUD 18 - 28;SI;SI;NO;Ley 906;BOGOTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE VALLE DEL CAUCA;FEMENINO;1;8380801;RURAL
115;NO;2016;2016;2016;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;INDAGACION;FEMINICIDIO;SIN DATO;SI;NO;NO;Ley 906;BOGOTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE VALLE DEL CAUCA;MASCULINO;1;8380801;RURAL
116;NO;2016;2016;2016;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;INDAGACION;FEMINICIDIO;SIN DATO;SI;SI;NO;Ley 906;CARTAGENA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE CALI;FEMENINO;1;1057767;URBANO
117;NO;2016;2016;2016;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;INDAGACION;FEMINICIDIO;ADOLESCENTE 14 - 17;SI;NO;NO;Ley 906;BOGOTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE CALI;FEMENINO;1;8380801;RURAL
118;NO;2016;2016;2016;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;INDAGACION;FEMINICIDIO;JUVENTUD 18 - 28;SI;SI;NO;Ley 906;BOGOTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE CALI;FEMENINO;2;8380801;URBANO
119;NO;2016;2016;2016;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;INDAGACION;FEMINICIDIO;SIN DATO;SI;NO;NO;Ley 906;BELLO;Colombia;Colombia;NO;DIRECCION SECCIONAL DE CALI;FEMENINO;2;500098;URBANO
120;NO;2016;2016;2016;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;INDAGACION;FEMINICIDIO;SIN DATO;SI;NO;NO;Ley 906;BELLO;Colombia;Colombia;NO;DIRECCION SECCIONAL DE CALI;MASCULINO;1;500098;RURAL
121;NO;2016;2016;2016;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;INDAGACION;FEMINICIDIO;SIN DATO;SI;SI;NO;Ley 906;BARRANQUILLA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE CALI;FEMENINO;1;1239804;URBANO
122;NO;2016;2016;2016;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1. 3. 5. 7 Y 8 DEL ART. 104. ART. 104B L.G;ChocO;ACTIVO;INDAGACION;FEMINICIDIO;JUVENTUD 18 - 28;SI;NO;NO;Ley 906;BOGOTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE CHOCO;FEMENINO;1;8380801;URBANO
123;NO;2016;2016;2016;NO;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;EJECUCION DE PENAS;FEMINICIDIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;BOGOTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE MEDELLiN;FEMENINO;1;8380801;URBANO
124;NO;2016;2016;2016;NO;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Bolivar;INACTIVO;EJECUCION DE PENAS;FEMINICIDIO;SIN DATO;SI;NO;SI;Ley 906;BOGOTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE BOLiVAR;FEMENINO;1;8380801;URBANO
125;NO;2016;2016;2016;NO;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Casanare;INACTIVO;EJECUCION DE PENAS;FEMINICIDIO;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;BOGOTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE CASANARE;FEMENINO;1;8380801;URBANO
126;NO;2016;2016;2016;NO;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Cauca;INACTIVO;EJECUCION DE PENAS;FEMINICIDIO;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;BOGOTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE CAUCA;FEMENINO;1;8380801;URBANO
127;NO;2016;2016;2016;NO;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Cauca;INACTIVO;EJECUCION DE PENAS;FEMINICIDIO;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;BOGOTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE CAUCA;MASCULINO;1;8380801;RURAL
128;NO;2016;2016;2016;NO;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Cundinamarca;INACTIVO;EJECUCION DE PENAS;FEMINICIDIO;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;BOGOTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE CUNDINAMARCA;FEMENINO;1;8380801;URBANO
129;NO;2016;2016;2016;NO;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;INACTIVO;EJECUCION DE PENAS;FEMINICIDIO;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;BOGOTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE MAGDALENA;FEMENINO;1;8380801;URBANO
130;NO;2016;2016;2016;NO;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;INACTIVO;EJECUCION DE PENAS;FEMINICIDIO;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;BOGOTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE MAGDALENA;FEMENINO;1;8380801;URBANO
131;NO;2016;2016;2016;NO;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Meta;INACTIVO;EJECUCION DE PENAS;FEMINICIDIO;SIN DATO;SI;SI;SI;Ley 906;BOGOTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE META;FEMENINO;1;8380801;URBANO
132;NO;2016;2016;2016;NO;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;EJECUCION DE PENAS;FEMINICIDIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;BOGOTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE CALI;FEMENINO;1;8380801;URBANO
133;NO;2016;2016;2016;NO;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;EJECUCION DE PENAS;FEMINICIDIO;SIN DATO;SI;NO;SI;Ley 906;BOGOTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE CALI;FEMENINO;1;8380801;URBANO
134;NO;2016;2016;2016;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Risaralda;ACTIVO;INVESTIGACION;FEMINICIDIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;BOGOTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE RISARALDA;FEMENINO;1;8380801;URBANO
135;NO;2016;2016;2016;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR COMETERSE EN PRESENCIA DE UNA PERSONA INTEGRANTE DE LA UNIDAD DOMESTICA. ART. 104B L.E;Magdalena;ACTIVO;JUICIO;FEMINICIDIO;INFANCIA 6 - 11;SI;NO;SI;Ley 906;CARTAGENA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE MAGDALENA;MASCULINO;1;1057767;URBANO
136;NO;2016;2016;2016;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR COMETERSE EN PRESENCIA DE UNA PERSONA INTEGRANTE DE LA UNIDAD DOMESTICA. ART. 104B L.E;Magdalena;ACTIVO;JUICIO;FEMINICIDIO;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;CARTAGENA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE MAGDALENA;FEMENINO;1;1057767;RURAL
137;NO;2016;2016;2016;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;EJECUCION DE PENAS;FEMINICIDIO;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;CARTAGENA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE ANTIOQUIA;FEMENINO;1;1057767;RURAL
138;NO;2016;2016;2016;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;EJECUCION DE PENAS;FEMINICIDIO;SIN DATO;SI;NO;SI;Ley 906;CHIQUINQUIRA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE ANTIOQUIA;FEMENINO;3;70127;URBANO
139;NO;2016;2016;2016;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Cauca;INACTIVO;EJECUCION DE PENAS;FEMINICIDIO;SIN DATO;SI;SI;SI;Ley 906;ACACIAS;Colombia;Colombia;NO;DIRECCION SECCIONAL DE CAUCA;FEMENINO;1;76873;URBANO
140;NO;2016;2016;2016;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Cauca;INACTIVO;EJECUCION DE PENAS;FEMINICIDIO;SIN DATO;SI;SI;SI;Ley 906;BARRANCABERMEJA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE CAUCA;MASCULINO;1;191144;RURAL
141;NO;2016;2016;2016;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Cundinamarca;INACTIVO;EJECUCION DE PENAS;FEMINICIDIO;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;BUCARAMANGA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE CUNDINAMARCA;FEMENINO;2;528572;RURAL
142;NO;2016;2016;2016;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Cundinamarca;INACTIVO;EJECUCION DE PENAS;FEMINICIDIO;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;BUCARAMANGA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE CUNDINAMARCA;FEMENINO;1;528572;RURAL
143;NO;2016;2016;2016;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Cundinamarca;INACTIVO;EJECUCION DE PENAS;FEMINICIDIO;PRE-ADOLESCENTE 12 - 13;SI;SI;SI;Ley 906;BUCARAMANGA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE CUNDINAMARCA;MASCULINO;1;528572;URBANO
144;NO;2016;2016;2016;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Meta;INACTIVO;EJECUCION DE PENAS;FEMINICIDIO;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;BUCARAMANGA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE META;FEMENINO;1;528572;URBANO
145;NO;2016;2016;2016;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;ACTIVO;EJECUCION DE PENAS;FEMINICIDIO;ADOLESCENTE 14 - 17;SI;SI;SI;Ley 906;BOGOTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE NORTE DE SANTANDER;FEMENINO;1;8380801;URBANO
146;NO;2016;2016;2016;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;ACTIVO;EJECUCION DE PENAS;FEMINICIDIO;ADOLESCENTE 14 - 17;SI;SI;SI;Ley 906;BOGOTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE NORTE DE SANTANDER;MASCULINO;1;8380801;URBANO
147;NO;2016;2016;2016;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;ACTIVO;EJECUCION DE PENAS;FEMINICIDIO;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;BOGOTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE NORTE DE SANTANDER;FEMENINO;1;8380801;URBANO
148;NO;2016;2016;2016;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;ACTIVO;EJECUCION DE PENAS;FEMINICIDIO;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;BOGOTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE NORTE DE SANTANDER;MASCULINO;1;8380801;URBANO
149;NO;2016;2016;2016;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;ACTIVO;EJECUCION DE PENAS;FEMINICIDIO;SIN DATO;SI;SI;SI;Ley 906;BOGOTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE NORTE DE SANTANDER;FEMENINO;1;8380801;URBANO
150;NO;2016;2016;2016;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;INACTIVO;EJECUCION DE PENAS;FEMINICIDIO;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;BOGOTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE NORTE DE SANTANDER;FEMENINO;1;8380801;URBANO
151;NO;2016;2016;2016;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;EJECUCION DE PENAS;FEMINICIDIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;AGUACHICA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE CALI;FEMENINO;2;97525;RURAL
152;NO;2016;2016;2016;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;EJECUCION DE PENAS;FEMINICIDIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;BOGOTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE CALI;FEMENINO;1;8380801;RURAL
153;NO;2016;2016;2016;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;EJECUCION DE PENAS;FEMINICIDIO;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;BOGOTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE CALI;FEMENINO;1;8380801;URBANO
154;NO;2016;2016;2016;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;EJECUCION DE PENAS;FEMINICIDIO;INFANCIA 6 - 11;SI;SI;SI;Ley 906;BOGOTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE CALI;FEMENINO;1;8380801;URBANO
155;NO;2016;2016;2016;SI;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTA. D. C.;INACTIVO;INDAGACION;FEMINICIDIO;SIN DATO;NO;NO;NO;Ley 906;ARMENIA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE BOGOTA;FEMENINO;1;304218;URBANO
156;NO;2016;2016;2016;SI;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTA. D. C.;INACTIVO;INDAGACION;FEMINICIDIO;SIN DATO;NO;NO;NO;Ley 906;CÚCUTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE BOGOTA;MASCULINO;1;680765;URBANO
157;NO;2016;2016;2016;SI;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTA. D. C.;INACTIVO;INDAGACION;FEMINICIDIO;SIN DATO;NO;SI;NO;Ley 906;BARRANQUILLA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE BOGOTA;FEMENINO;1;1239804;URBANO
158;NO;2016;2016;2016;SI;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTA. D. C.;INACTIVO;INDAGACION;FEMINICIDIO;SIN DATO;NO;SI;NO;Ley 906;BOGOTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE BOGOTA;MASCULINO;1;8380801;URBANO
159;NO;2016;2022;2016;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;ChocO;INACTIVO;INDAGACION;FEMINICIDIO;ADULTEZ 29 - 59;NO;NO;NO;Ley 906;BOGOTA;Colombia;Colombia;SI;DIRECCION SECCIONAL DE CHOCO;FEMENINO;2;8380801;RURAL
160;NO;2017;2017;2015;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;COrdoba;ACTIVO;INDAGACION;FEMINICIDIO;SIN DATO;SI;NO;NO;Ley 906;BOGOTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE CORDOBA;FEMENINO;1;8380801;URBANO
161;NO;2017;2017;2016;SI;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTA. D. C.;INACTIVO;INDAGACION;FEMINICIDIO;SIN DATO;NO;NO;NO;Ley 906;BOGOTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE BOGOTA;FEMENINO;1;8380801;URBANO
